metadata_row,complex_name,compound_group,smiles,experimental_pKD,covalent,fragment_screen,pb_valid_prepared,pb_valid_ref,suspected_artefact,sucos_shape,pocket_qcov,sucos_shape_pocket_qcov,complex_directory,complex_ref_pdb_path,complex_ref_pdb_exists,complex_ref_pdb_bytes,complex_ref_pdb_sha256,prepared_protein_pdb_path,prepared_protein_pdb_exists,prepared_protein_pdb_bytes,prepared_protein_pdb_sha256,ligand_ref_sdf_path,ligand_ref_sdf_exists,ligand_ref_sdf_bytes,ligand_ref_sdf_sha256,ligand_prepared_sdf_path,ligand_prepared_sdf_exists,ligand_prepared_sdf_bytes,ligand_prepared_sdf_sha256,complex_ref_pdb_coordinate_records,complex_ref_pdb_atom_records,complex_ref_pdb_hetatm_records,complex_ref_pdb_ligand_records,prepared_protein_pdb_coordinate_records,prepared_protein_pdb_atom_records,prepared_protein_pdb_hetatm_records,prepared_protein_pdb_ligand_records,ligand_ref_sdf_parse_ok,ligand_ref_sdf_molecule_count,ligand_ref_sdf_atom_count,ligand_ref_sdf_heavy_atom_count,ligand_ref_sdf_formal_charge,ligand_ref_sdf_elements,ligand_prepared_sdf_parse_ok,ligand_prepared_sdf_molecule_count,ligand_prepared_sdf_atom_count,ligand_prepared_sdf_heavy_atom_count,ligand_prepared_sdf_formal_charge,ligand_prepared_sdf_elements
290,A71EV2A-x4312a,x4312a,NC(=O)[C@H]1CC(=O)N(Cc2cccc3c2OCC3)C1,5.0762,False,False,True,True,False,44.634,95.6522,42.6934,structures/x4312a/A71EV2A-x4312a,structures/x4312a/A71EV2A-x4312a/A71EV2A-x4312a_complex_ref.pdb,True,381101,43ef929f2f70262791d1792aae84aa8f1b851c769042cc5233c1590207688000,structures/x4312a/A71EV2A-x4312a/A71EV2A-x4312a_prepared.pdb,True,171224,9374b5852fc6394e84c8243826f692949dd6cc2827e1dd59791de912ee14a9ae,structures/x4312a/A71EV2A-x4312a/A71EV2A-x4312a_ligand_ref.sdf,True,1732,917b1f20b9710711c8f59f466831ccd54d75135338d8c50d1144f3bd8d48788f,structures/x4312a/A71EV2A-x4312a/A71EV2A-x4312a_ligand_prepared.sdf,True,3060,dbd2065a04bf61e24616b76f32cf6c556c4a33599ff857c4a3168c4e2e09d38f,2233,2192,41,19,2112,2112,,,True,1,19,19,0,C:14;N:2;O:3,True,1,35,19,0,C:14;H:16;N:2;O:3
291,A71EV2A-x4313a,x4313a,COc1ccccc1[C@H](C)CN1C[C@@H](C(N)=O)CC1=O,4.9174,False,False,True,True,False,37.9109,92.3077,34.9947,structures/x4313a/A71EV2A-x4313a,structures/x4313a/A71EV2A-x4313a/A71EV2A-x4313a_complex_ref.pdb,True,375109,efef83f57e0be822f4318591e2236879a355f21f4c7d5e19dd428ebbe874f226,structures/x4313a/A71EV2A-x4313a/A71EV2A-x4313a_prepared.pdb,True,171224,7e93195d30cfa6474e502bba76e95370995534e2ccf7d5b64140136a2ad14f67,structures/x4313a/A71EV2A-x4313a/A71EV2A-x4313a_ligand_ref.sdf,True,1802,49140821ae1e02844c8a1e22e07e6f90dcae53110f05647d77e4939d4bbce15b,structures/x4313a/A71EV2A-x4313a/A71EV2A-x4313a_ligand_prepared.sdf,True,3462,8cdb43f00a60d8737827606a5aab9fe5c727b5d8ce0c81996fb6108bd365d67c,2214,2176,38,20,2112,2112,,,True,1,20,20,0,C:15;N:2;O:3,True,1,40,20,0,C:15;H:20;N:2;O:3
292,A71EV2A-x4315a,x4315a,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3c2OCO3)C1,,False,False,True,True,False,44.129,95.6522,42.2103,structures/x4315a/A71EV2A-x4315a,structures/x4315a/A71EV2A-x4315a/A71EV2A-x4315a_complex_ref.pdb,True,203226,8539ccc9d10b5473ed3c2ce2f7428f44d8f4348b9111b6a23dd3b4cd45fe0237,structures/x4315a/A71EV2A-x4315a/A71EV2A-x4315a_prepared.pdb,True,171224,5cfa7c332b5c5ac149a65cbc2ed41e4bfd323756c0300bcdddc8343cecf99586,structures/x4315a/A71EV2A-x4315a/A71EV2A-x4315a_ligand_ref.sdf,True,1815,5a681a2b7e1ff75ea0ad1e145e0957460b4f5e4b5fe8bbaf3a7e42df18aa7740,structures/x4315a/A71EV2A-x4315a/A71EV2A-x4315a_ligand_prepared.sdf,True,3143,76ea8914578808df46783ae46a038b5861eb6deb57ed500b0146fc846886c4d9,1145,1100,45,20,2112,2112,,,True,1,20,20,0,C:14;N:2;O:4,True,1,36,20,0,C:14;H:16;N:2;O:4
293,A71EV2A-x4316a,x4316a,COc1cccc2c1CC[C@H]2N1C[C@@H](C(N)=O)CCC1=O,4.7896,False,False,True,True,False,39.0342,90.9091,35.4856,structures/x4316a/A71EV2A-x4316a,structures/x4316a/A71EV2A-x4316a/A71EV2A-x4316a_complex_ref.pdb,True,381672,83d53b84a186ee2fe8173f98478ff68d7547ba7638b33a1d8b8312f098d7b1b1,structures/x4316a/A71EV2A-x4316a/A71EV2A-x4316a_prepared.pdb,True,171224,e5afdf0772ade967b9d3a53ca8355dd30668c53877fd1c0c1f38fe4e2d81481c,structures/x4316a/A71EV2A-x4316a/A71EV2A-x4316a_ligand_ref.sdf,True,1898,013c6e4464aa8215a4ae8fe728e19034de80c59049797b5ba62273226572211d,structures/x4316a/A71EV2A-x4316a/A71EV2A-x4316a_ligand_prepared.sdf,True,3558,c344b1ef06f6fb9440cfa2061f39f51b36b52444b9fa3307ae67833f9e5351e8,2225,2183,42,21,2112,2112,,,True,1,21,21,0,C:16;N:2;O:3,True,1,41,21,0,C:16;H:20;N:2;O:3
294,A71EV2A-x4317a,x4317a,COc1ccccc1CC(=O)N1C[C@@H](C(N)=O)CC12CC2,,False,False,True,True,False,41.1618,92.3077,37.9955,structures/x4317a/A71EV2A-x4317a,structures/x4317a/A71EV2A-x4317a/A71EV2A-x4317a_complex_ref.pdb,True,377458,0a9f996667f76a2c198ea82a43ee4da8db0af6cc5553db192a78b8bdbcaa6e26,structures/x4317a/A71EV2A-x4317a/A71EV2A-x4317a_prepared.pdb,True,170009,9660aa64d39841f9f5f13f9438360b04fd135c9072d8b16c2615e543ecbc7b44,structures/x4317a/A71EV2A-x4317a/A71EV2A-x4317a_ligand_ref.sdf,True,1898,c3ad95a9aa64c17bb13591401ad68afdb8182d97d2de3df306e9d5af9e27a7c5,structures/x4317a/A71EV2A-x4317a/A71EV2A-x4317a_ligand_prepared.sdf,True,3558,c56de1ea08b070344bb153d22e06b05bf3723f311696a0ef7dfe57677629d358,2222,2176,46,21,2097,2097,,,True,1,21,21,0,C:16;N:2;O:3,True,1,41,21,0,C:16;H:20;N:2;O:3
295,A71EV2A-x4319a,x4319a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2OC(F)F)C1,4.2297,False,False,True,True,False,46.1642,92.3077,42.6131,structures/x4319a/A71EV2A-x4319a,structures/x4319a/A71EV2A-x4319a/A71EV2A-x4319a_complex_ref.pdb,True,199665,c813ad286cf03e8af3816960f8180aad3d6a25771eae4bbdf1ad691b6aca186e,structures/x4319a/A71EV2A-x4319a/A71EV2A-x4319a_prepared.pdb,True,170009,55ea3cea2d163cea390bef6e975a6cff3a239e07c050efe825bc9a1e87292ecb,structures/x4319a/A71EV2A-x4319a/A71EV2A-x4319a_ligand_ref.sdf,True,1968,aaf8a0fb3f3fd1d058c9c0a06ee16e857e438b8c8c0d4ea71071cee8fd73da13,structures/x4319a/A71EV2A-x4319a/A71EV2A-x4319a_ligand_prepared.sdf,True,3462,335181e476f485182506a537932f3e651e9484ccfcd612cb19e9f2c2a3f766e2,1118,1080,38,22,2097,2097,,,True,1,22,22,0,C:15;F:2;N:2;O:3,True,1,40,22,0,C:15;F:2;H:18;N:2;O:3
296,A71EV2A-x4320a,x4320a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccc3c(c2)CCC(=O)N3)C1,4.3497,False,False,True,True,False,40.5043,86.9565,35.2211,structures/x4320a/A71EV2A-x4320a,structures/x4320a/A71EV2A-x4320a/A71EV2A-x4320a_complex_ref.pdb,True,385155,61fbf3c4c3256d3ec6ffa64ba0da8e41905a6fc76c27b47aec078a342673eb20,structures/x4320a/A71EV2A-x4320a/A71EV2A-x4320a_prepared.pdb,True,171224,463361356349f241d24880a4243f0371ced320485aea95c17ffed9d725f0f41a,structures/x4320a/A71EV2A-x4320a/A71EV2A-x4320a_ligand_ref.sdf,True,2064,e144090df13301febe02ef33ddb3f1473136e71e5e31ced87780b6d63ee2c17f,structures/x4320a/A71EV2A-x4320a/A71EV2A-x4320a_ligand_prepared.sdf,True,3807,33b2e0c80e6d1af60d5601cd7040c644ad20e37b910689cfde518460d3f8e5be,2228,2180,48,23,2112,2112,,,True,1,23,23,0,C:17;N:3;O:3,True,1,44,23,0,C:17;H:21;N:3;O:3
297,A71EV2A-x4321a,x4321a_x4321b,N#CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.1018,False,False,True,True,False,43.7871,91.6667,40.1381,structures/x4321a_x4321b/A71EV2A-x4321a,structures/x4321a_x4321b/A71EV2A-x4321a/A71EV2A-x4321a_complex_ref.pdb,True,377861,f80cf87eb3e663a12abb72357e67b614e052341425ee22037be404b827fb3a78,structures/x4321a_x4321b/A71EV2A-x4321a/A71EV2A-x4321a_prepared.pdb,True,170009,fd67d064bb7e1f6b5986ea2c16c39f954ff306f45f512d5b2c0163ce02b34a5a,structures/x4321a_x4321b/A71EV2A-x4321a/A71EV2A-x4321a_ligand_ref.sdf,True,1885,5b92435a9a50684997f25c8badf10b69f093ced494b4da4f2ed562396fbaa083,structures/x4321a_x4321b/A71EV2A-x4321a/A71EV2A-x4321a_ligand_prepared.sdf,True,3462,69c8a8707ecaa648c456a4d6107afa9e86c2fe88de8e7e3e75d55d0c04d9b50d,2228,2154,74,42,2097,2097,,,True,1,21,21,0,C:16;N:3;O:2,True,1,40,21,0,C:16;H:19;N:3;O:2
298,A71EV2A-x4321b,x4321a_x4321b,N#CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.1018,False,False,True,True,False,41.9367,95.6522,40.1134,structures/x4321a_x4321b/A71EV2A-x4321b,structures/x4321a_x4321b/A71EV2A-x4321b/A71EV2A-x4321b_complex_ref.pdb,True,377699,a2ae013a257694845372aedccf1c0ffcb08dd1ce94b723bcafe321aec79e18e5,structures/x4321a_x4321b/A71EV2A-x4321b/A71EV2A-x4321b_prepared.pdb,True,170009,c51cfab0012db7ce013263988fb4c409f8219c2d4d2dbc471666457958e99857,structures/x4321a_x4321b/A71EV2A-x4321b/A71EV2A-x4321b_ligand_ref.sdf,True,1885,9ca23347f9d4a3f0347250ad41e003ed0a4b863496b0bf3e900ed1050f3801b7,structures/x4321a_x4321b/A71EV2A-x4321b/A71EV2A-x4321b_ligand_prepared.sdf,True,3462,d07049e8071d349d5ad9ac54b074e3cc3407de7057a288999f06210cb9c9f213,2226,2154,72,42,2097,2097,,,True,1,21,21,0,C:16;N:3;O:2,True,1,40,21,0,C:16;H:19;N:3;O:2
299,A71EV2A-x4322a,x4322a,CC(=O)Nc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.2652,False,False,True,True,False,40.113,88.8889,35.656,structures/x4322a/A71EV2A-x4322a,structures/x4322a/A71EV2A-x4322a/A71EV2A-x4322a_complex_ref.pdb,True,376324,756a20fa7fed182597e8e7cebf6685c9a6307db0ed541068c24473b0c38a59ba,structures/x4322a/A71EV2A-x4322a/A71EV2A-x4322a_prepared.pdb,True,171224,a05d25e2ee10aa3515b9f835d4be928e132ccee47977100014f52ac40cc74ecf,structures/x4322a/A71EV2A-x4322a/A71EV2A-x4322a_ligand_ref.sdf,True,1968,47dad72decf7457fd35f1dd4a284814dba619df8222aa112024db13f90ba826c,structures/x4322a/A71EV2A-x4322a/A71EV2A-x4322a_ligand_prepared.sdf,True,3711,b8ae43996616e94f6293fbafb7363a3160ef3656c01d87c49a1ccc15f0ddff14,2222,2180,42,22,2112,2112,,,True,1,22,22,0,C:16;N:3;O:3,True,1,43,22,0,C:16;H:21;N:3;O:3
300,A71EV2A-x4324a,x4324a,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3c2OCC3)C1,,False,False,True,True,False,46.4008,95.6522,44.3834,structures/x4324a/A71EV2A-x4324a,structures/x4324a/A71EV2A-x4324a/A71EV2A-x4324a_complex_ref.pdb,True,199742,251f60a0d38929315f8bcd1b4e5b27f06d35f99876348aa59f756d3791e23677,structures/x4324a/A71EV2A-x4324a/A71EV2A-x4324a_prepared.pdb,True,171224,086a09a9a6cdfc65982d2353222a1c5d34679704987809bd8c0a1b1bb5074e4a,structures/x4324a/A71EV2A-x4324a/A71EV2A-x4324a_ligand_ref.sdf,True,1815,6ceab6a3d873c39422384125ada1da3654b2e4a2ce0424aba79129997ad14fea,structures/x4324a/A71EV2A-x4324a/A71EV2A-x4324a_ligand_prepared.sdf,True,3309,fb6ac9cdfe7e808ca7e586ec5725d101ebfa308a1a140864d4943ed179bbc766,1143,1100,43,20,2112,2112,,,True,1,20,20,0,C:15;N:2;O:3,True,1,38,20,0,C:15;H:18;N:2;O:3
301,A71EV2A-x4331a,x4331a_x4331b,CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,48.4781,91.6667,44.4383,structures/x4331a_x4331b/A71EV2A-x4331a,structures/x4331a_x4331b/A71EV2A-x4331a/A71EV2A-x4331a_complex_ref.pdb,True,373973,f4bc275b19854c00568a60175981e3486f887f86f6a61fb9ed3d8b7a9d130fb6,structures/x4331a_x4331b/A71EV2A-x4331a/A71EV2A-x4331a_prepared.pdb,True,170009,50c326c1631aef41e3351ffe68a692d4d89e9d3fbd58ee90cf004bab976c91e4,structures/x4331a_x4331b/A71EV2A-x4331a/A71EV2A-x4331a_ligand_ref.sdf,True,1802,ce43b71a5e33b0bd5eb863937bad7f133401e805821b5e30f7e08cfd2769b545,structures/x4331a_x4331b/A71EV2A-x4331a/A71EV2A-x4331a_ligand_prepared.sdf,True,3628,766ec779bec2a227b391829f38d4a733bf163a8d6a99c198b244f7a23b8cddd2,2210,2154,56,40,2097,2097,,,True,1,20,20,0,C:16;N:2;O:2,True,1,42,20,0,C:16;H:22;N:2;O:2
302,A71EV2A-x4331b,x4331a_x4331b,CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,49.1195,92,45.19,structures/x4331a_x4331b/A71EV2A-x4331b,structures/x4331a_x4331b/A71EV2A-x4331b/A71EV2A-x4331b_complex_ref.pdb,True,373811,9ac3db53fd4d9c31b3614a16aa9d58a159216082e7db764152fb12adffec9688,structures/x4331a_x4331b/A71EV2A-x4331b/A71EV2A-x4331b_prepared.pdb,True,170009,1b59dc700765403b6db49da45aae6838dce5e4570222099b5dcf60cc17c56f0f,structures/x4331a_x4331b/A71EV2A-x4331b/A71EV2A-x4331b_ligand_ref.sdf,True,1802,0330bb105cba9c44147da947bf2e7a23319bcc15bbcdfa6796e75db83455a3dc,structures/x4331a_x4331b/A71EV2A-x4331b/A71EV2A-x4331b_ligand_prepared.sdf,True,3628,fbfa2c98f43cb435bd2521c7309ce0f2a9d48d9c2e41c611bb4b02f244fc5482,2208,2154,54,40,2097,2097,,,True,1,20,20,0,C:16;N:2;O:2,True,1,42,20,0,C:16;H:22;N:2;O:2
303,A71EV2A-x4333a,x4333a,Cc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,44.1955,95.4545,42.1866,structures/x4333a/A71EV2A-x4333a,structures/x4333a/A71EV2A-x4333a/A71EV2A-x4333a_complex_ref.pdb,True,194477,2b8361ed160d153ed2ad9655d746046d764a9493feef8c5fd4f7e9aa3f528770,structures/x4333a/A71EV2A-x4333a/A71EV2A-x4333a_prepared.pdb,True,170009,534bbc1d9fd22cad9dc6655d9569d5fff26dc123e6f6896bc3a6a18666e0905d,structures/x4333a/A71EV2A-x4333a/A71EV2A-x4333a_ligand_ref.sdf,True,1719,36ceaa2b6d04a3856a55dd666e233d4bc41020c213d2a0e66ef7bc099eed418f,structures/x4333a/A71EV2A-x4333a/A71EV2A-x4333a_ligand_prepared.sdf,True,3296,aa3e13b44df3dbf35b162f5ecda125c3c2797e34090b96fc02bdba76a7a3fff3,1111,1077,34,19,2097,2097,,,True,1,19,19,0,C:14;N:3;O:2,True,1,38,19,0,C:14;H:19;N:3;O:2
304,A71EV2A-x4334a,x4334a_x4334b,CSc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.165,False,False,True,True,False,43.1616,90.9091,39.2378,structures/x4334a_x4334b/A71EV2A-x4334a,structures/x4334a_x4334b/A71EV2A-x4334a/A71EV2A-x4334a_complex_ref.pdb,True,374867,2ef6e211949839cef44291903fa2825c031dd40cbca431d55d1f8560b6e89d39,structures/x4334a_x4334b/A71EV2A-x4334a/A71EV2A-x4334a_prepared.pdb,True,170009,3d29dca7ae9cc424ddc1bc1296378ca59ddf6a0931c3aa2ee83ba40d781ff7d8,structures/x4334a_x4334b/A71EV2A-x4334a/A71EV2A-x4334a_ligand_ref.sdf,True,1802,818e1814d01902ef35f12f136a046ad979b47a787577b652860f8a1960870bfd,structures/x4334a_x4334b/A71EV2A-x4334a/A71EV2A-x4334a_ligand_prepared.sdf,True,3462,b4221003f48856df5f840ab8062bdd5fc4606bc9eb2651021dfc4afdd89889c1,2213,2154,59,40,2097,2097,,,True,1,20,20,0,C:15;N:2;O:2;S:1,True,1,40,20,0,C:15;H:20;N:2;O:2;S:1
305,A71EV2A-x4334b,x4334a_x4334b,CSc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.165,False,False,True,True,False,42.7998,91.6667,39.2331,structures/x4334a_x4334b/A71EV2A-x4334b,structures/x4334a_x4334b/A71EV2A-x4334b/A71EV2A-x4334b_complex_ref.pdb,True,374543,399dd68dd8378907460c0b2d488b57e5d627e8b449cd91f32e11d831aaa72df8,structures/x4334a_x4334b/A71EV2A-x4334b/A71EV2A-x4334b_prepared.pdb,True,170009,c029ac39250dc41cd173fa8ba4e745240fe2aa68f31e51f142bc8bdb6926aa69,structures/x4334a_x4334b/A71EV2A-x4334b/A71EV2A-x4334b_ligand_ref.sdf,True,1802,5581b5e4642d0cac624c5a6ada199f0a529d9f0817b4a75c3874253c04f52c26,structures/x4334a_x4334b/A71EV2A-x4334b/A71EV2A-x4334b_ligand_prepared.sdf,True,3462,2a3f2fb3181991560d931ce8ef1ab643ccf53b254542ef18fb460e294b6660c3,2209,2154,55,40,2097,2097,,,True,1,20,20,0,C:15;N:2;O:2;S:1,True,1,40,20,0,C:15;H:20;N:2;O:2;S:1
306,A71EV2A-x4336a,x4336a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc(Cl)c2Cl)C1,4.065,False,False,True,True,False,45.0124,95.6522,43.0553,structures/x4336a/A71EV2A-x4336a,structures/x4336a/A71EV2A-x4336a/A71EV2A-x4336a_complex_ref.pdb,True,196581,e8b47689b5cb3387489131736266d80f8e45927634e6547a6c2abdd5d0934a0c,structures/x4336a/A71EV2A-x4336a/A71EV2A-x4336a_prepared.pdb,True,170009,47e1f7a90890c2fb92007b445162e5e9951c3c4b00d6de0fe8e9a5cca302531d,structures/x4336a/A71EV2A-x4336a/A71EV2A-x4336a_ligand_ref.sdf,True,1802,4cd469a1254e64aa49b7272ff4d64ac36335f52b0710063d19e3a692a12623f6,structures/x4336a/A71EV2A-x4336a/A71EV2A-x4336a_ligand_prepared.sdf,True,3130,bf80db649b8688bbfe27970ab4d76f5180fbc7c655fdc07b23626e259a2caf63,1108,1077,31,20,2097,2097,,,True,1,20,20,0,C:14;Cl:2;N:2;O:2,True,1,36,20,0,C:14;Cl:2;H:16;N:2;O:2
307,A71EV2A-x4341a,x4341a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3sccc23)C1,3.9388,False,False,True,True,False,42.9743,92.3077,39.6686,structures/x4341a/A71EV2A-x4341a,structures/x4341a/A71EV2A-x4341a/A71EV2A-x4341a_complex_ref.pdb,True,195691,de1304ba823b3d8a8989fa33f637ac168633ef6aaabb2f15319e5bf804196928,structures/x4341a/A71EV2A-x4341a/A71EV2A-x4341a_prepared.pdb,True,170009,be823b0c64b2de63deccc4276876e3e046d8e29a1e660318df3a3cd10aa708a7,structures/x4341a/A71EV2A-x4341a/A71EV2A-x4341a_ligand_ref.sdf,True,1898,dc720c2730ab0d4039864c242071472ffdfd01b23bd944bf40399b7ca93892c3,structures/x4341a/A71EV2A-x4341a/A71EV2A-x4341a_ligand_prepared.sdf,True,3392,6f1d51bdb297aa01d15d1b2aff32204d3c60ca75c8df1a6d4c117c82e0cc9fe4,1115,1077,38,21,2097,2097,,,True,1,21,21,0,C:16;N:2;O:2;S:1,True,1,39,21,0,C:16;H:18;N:2;O:2;S:1
308,A71EV2A-x4342a,x4342a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2C(F)(F)F)C1,,False,False,True,True,False,49.265,88.8889,43.7911,structures/x4342a/A71EV2A-x4342a,structures/x4342a/A71EV2A-x4342a/A71EV2A-x4342a_complex_ref.pdb,True,195366,88f0f84727dd5c9fca6c5db92548fafad53864aa6374bcc12a2948d137d16ae5,structures/x4342a/A71EV2A-x4342a/A71EV2A-x4342a_prepared.pdb,True,170009,2729a495fc28a79d1159474d7d6bd3f2519ab71f55048bee1652bc09e9e16deb,structures/x4342a/A71EV2A-x4342a/A71EV2A-x4342a_ligand_ref.sdf,True,1968,40dccc10e7e687872d6f4e41ef3076ae8e95a3642253cadff7316485b9900dca,structures/x4342a/A71EV2A-x4342a/A71EV2A-x4342a_ligand_prepared.sdf,True,3296,586ca6e669568295be923464680032defd49a6e0a524f6751ea756dde1b8b40c,1111,1077,34,22,2097,2097,,,True,1,22,22,0,C:14;F:3;N:3;O:2,True,1,38,22,0,C:14;F:3;H:16;N:3;O:2
309,A71EV2A-x4343a,x4343a_x4343b,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(O)c2Br)C1,,False,False,True,True,False,46.9286,91.6667,43.0179,structures/x4343a_x4343b/A71EV2A-x4343a,structures/x4343a_x4343b/A71EV2A-x4343a/A71EV2A-x4343a_complex_ref.pdb,True,374297,6865121b3d3c85a79f037f21698a0d88133554209fad04700e3f59a7ff5a6c23,structures/x4343a_x4343b/A71EV2A-x4343a/A71EV2A-x4343a_prepared.pdb,True,170009,91ab17712d5221cbb8bd4f243cc2017a9421cd85012a935edbf29c4dcbd70b5f,structures/x4343a_x4343b/A71EV2A-x4343a/A71EV2A-x4343a_ligand_ref.sdf,True,1802,b3246f6faa7b355c6afc93db16e44c1081e7dcb7faab020d0746b58b608c384b,structures/x4343a_x4343b/A71EV2A-x4343a/A71EV2A-x4343a_ligand_prepared.sdf,True,3130,ba3ae51bdb0a2feb62afc7da5e9877dd7e369d1436b6166a5fc9fc101cc4155d,2223,2154,69,40,2097,2097,,,True,1,20,20,0,Br:1;C:13;N:3;O:3,True,1,36,20,0,Br:1;C:13;H:16;N:3;O:3
310,A71EV2A-x4343b,x4343a_x4343b,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(O)c2Br)C1,,False,False,True,True,False,40.6062,91.6667,37.2224,structures/x4343a_x4343b/A71EV2A-x4343b,structures/x4343a_x4343b/A71EV2A-x4343b/A71EV2A-x4343b_complex_ref.pdb,True,374135,5a7978515ac9a63b70c6e063eae29b8e902331c190ef561f99a97fd0af0f9a4d,structures/x4343a_x4343b/A71EV2A-x4343b/A71EV2A-x4343b_prepared.pdb,True,170009,87cd093e5898e25cd5b887c7a4fc5b811f1a4d7630ad931f02ac621468126e56,structures/x4343a_x4343b/A71EV2A-x4343b/A71EV2A-x4343b_ligand_ref.sdf,True,1802,f1db9b19d15f200f13dfcb12e6aca154cceb65aed4f7edb2909758d580814e47,structures/x4343a_x4343b/A71EV2A-x4343b/A71EV2A-x4343b_ligand_prepared.sdf,True,3130,5b830288a074018771f9ebb9603649b124e7af69368721eadf5960806ccba683,2221,2154,67,40,2097,2097,,,True,1,20,20,0,Br:1;C:13;N:3;O:3,True,1,36,20,0,Br:1;C:13;H:16;N:3;O:3
311,A71EV2A-x4344a,x4344a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2CCC3)C1,3.9502,False,False,True,True,False,43.7212,92,40.2235,structures/x4344a/A71EV2A-x4344a,structures/x4344a/A71EV2A-x4344a/A71EV2A-x4344a_complex_ref.pdb,True,197147,22f7a53abe48530b7f2a8e63b71dac4e4d3d0bf6153adc3fb3c70fa0cc90e606,structures/x4344a/A71EV2A-x4344a/A71EV2A-x4344a_prepared.pdb,True,170009,b93ace38f66b661c1f03303f2e0738692f6b824835096bf4fb563d9b20fa8943,structures/x4344a/A71EV2A-x4344a/A71EV2A-x4344a_ligand_ref.sdf,True,1898,367d90a2a011844c73a67681c0f9b933108ed5e1b8d6dff24f035a2a3ea48b05,structures/x4344a/A71EV2A-x4344a/A71EV2A-x4344a_ligand_prepared.sdf,True,3724,e314106d265b6e73e59ad0894c56f85682c47f048853708ca9e82b7a5f6ddd48,1113,1077,36,21,2097,2097,,,True,1,21,21,0,C:17;N:2;O:2,True,1,43,21,0,C:17;H:22;N:2;O:2
312,A71EV2A-x4346a,x4346a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3nonc23)C1,,False,False,True,True,False,42.2296,95.8333,40.4701,structures/x4346a/A71EV2A-x4346a,structures/x4346a/A71EV2A-x4346a/A71EV2A-x4346a_complex_ref.pdb,True,194883,ca7052f0d64b223ad5d5ea4a0eb06aaa61dbc08738cafc204b814f158988668c,structures/x4346a/A71EV2A-x4346a/A71EV2A-x4346a_prepared.pdb,True,170009,f6bab7a43cb1ed2c2dd9e3b3e7590f5fb02f25a4ebbd7edf421ea5a492c10c85,structures/x4346a/A71EV2A-x4346a/A71EV2A-x4346a_ligand_ref.sdf,True,1898,cc044d0fdd011b94b05a87e4ad0f8fa218e9b6ab1932f71eda43f5e858d14ff5,structures/x4346a/A71EV2A-x4346a/A71EV2A-x4346a_ligand_prepared.sdf,True,3226,61adf9920b925869b31caa2d7736de281436012b41979c3cdd9f862e9689efec,1106,1077,29,21,2097,2097,,,True,1,21,21,0,C:14;N:4;O:3,True,1,37,21,0,C:14;H:16;N:4;O:3
313,A71EV2A-x4347a,x3201a_x3920a_x4347a,COc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.2865,False,False,True,True,False,43.9873,95.8333,42.1545,structures/x3201a_x3920a_x4347a/A71EV2A-x4347a,structures/x3201a_x3920a_x4347a/A71EV2A-x4347a/A71EV2A-x4347a_complex_ref.pdb,True,198126,59afd48955f31943306f503a6cdb846917dc1d14c868c0fb40840574e1303758,structures/x3201a_x3920a_x4347a/A71EV2A-x4347a/A71EV2A-x4347a_prepared.pdb,True,170009,e9f26bead122740de76d885263de4bb5d10ec0c97db8a09d0a929a28ce0069dc,structures/x3201a_x3920a_x4347a/A71EV2A-x4347a/A71EV2A-x4347a_ligand_ref.sdf,True,1802,a1958dd48c938e8e2c836f066a1adf4910b60fd32385676e1d147ac6950523e4,structures/x3201a_x3920a_x4347a/A71EV2A-x4347a/A71EV2A-x4347a_ligand_prepared.sdf,True,3379,6ffad11edb5e4e762c464c8e7d9aafa69a7f0d73db8b0d6e2643e2d5cfd081ca,1113,1077,36,20,2097,2097,,,True,1,20,20,0,C:14;N:3;O:3,True,1,39,20,0,C:14;H:19;N:3;O:3
